Unnamed: 0,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,department_Kids Unisex,department_Men,department_Unisex,department_Women,concentration_EDC,concentration_EDP,concentration_EDT,concentration_Oil,concentration_PDT
594,MONTBLANC,Mont Blanc Legend,220.0,140.0,100,EDT,Men,Floral,"Vanilla, Amber","Jasmine, Geranium, Neroli and Ylang-Ylan",4.8,Al-Najm,3.7,347,False,True,False,False,False,False,True,False,False
595,ANGEL SCHLESSER,Schlesser Essential,320.0,165.4,100,EDT,Men,Fruity,"Leather, Tonka Bean, Musk And Cedar","Cinnamon, Coffee And Violet Leaf",4.3,top langri,3.7,347,False,True,False,False,False,False,True,False,False
596,Dunhill,Desire Extreme,230.0,114.75,100,EDT,Men,Spicy,"Amber, Musk",Evergreen Cypress,4.9,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
597,GUCCI,Flora,275.0,179.8,50,EDT,Women,Citrus,Patchouli,"Gardenia, Plumeria",4.5,AMLAQ,3.9,135,False,False,False,True,False,False,True,False,False
598,HUGO BOSS,Just Different,352.0,144.25,125,EDT,Men,Spicy,Cashmeran and Fir,Freesia and Basil,5.0,Perfume Ports,3.6,113,False,True,False,False,False,False,True,False,False
599,Ajmal,Alf Laila O Laila,222.0,153.3,60,EDP,Unisex,Woody,Musky Woody,Floral Spicy,5.0,noon,4.2,98.1K,False,False,True,False,False,True,False,False,False
600,PRADA,Amber,399.0,252.05,100,EDT,Men,Arabian,"Neroli, Orange Blossom, Earthy Vetiver, Saffron","Patchouli, Tonka Bean, Lovely Vanilla",5.0,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
601,COACH,Floral,337.0,165.75,90,EDP,Women,Floral,"Patchouli, Woody Notes And Musk","Tea Rose, Jasmine Sambac And Gardenia",5.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
602,Roberto Cavalli,Uomo,452.0,134.95,100,EDT,Men,Floral,"Cedar, Patchouli, Tonka Bean","Honey, Lavender",4.6,noon100 %  genuine product,3.6,98.1K,False,True,False,False,False,False,True,False,False
603,DIESEL,Plus Plus Feminine,99.0,41.0,75,EDT,Women,Oriental,"Musk, Sandalwood, Virginia Cedar, Amber, Nutmeg, Vanille And Orris Root","Jasmine, Coconut, Magnolia, Orchid, Lily, Cherry, Big Strawberry, Red Apple And Milk",4.4,KAYA,4.3,4K,False,False,False,True,False,False,True,False,False
604,DORALL COLLECTION,Classic Black,9.0,8.8,100,EDT,Men,Fresh,"Chocolate,cashmere Wood, Patchouli, Tonka Bean","Basil, Verbena , Lavender",4.0,the beauty,3.6,538,False,True,False,False,False,False,True,False,False
605,Calvin Klein,Beauty,380.0,115.0,100,EDP,Women,Floral,"Vanilla, Musk, Sandalwood, Guaiac Wood And Amber","Cardamom, Pepper And Flowers",5.0,Star.perfume,3.9,537,False,False,False,True,False,True,False,False,False
606,MONTBLANC,Emblem ED,22.4,22.4,5,EDT,Men,Spicy,"Woodsy, Tonka Bean","Violet Leaf, Cinnamon",4.8,Star.perfume,3.9,537,False,True,False,False,False,False,True,False,False
607,CAROLINA HERRERA,212 Sexy,420.0,151.0,100,EDP,Women,Floral,"Cotton Candy,Musk,Sandalwood,Vanilla","Gardenia,Geranium",4.7,Al-Najm,3.7,347,False,False,False,True,False,True,False,False,False
608,BURBERRY,Brit Rhythm,360.0,119.95,90,EDT,Men,Woody,Cedarwood and Tonka Bean,"Black Leather, Patchouli and Styrax",4.0,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
609,LANVIN,Oxygene,206.0,116.0,75,EDP,Women,Floral,White Musk And Sandalwood,"Rose, Milk, Gardenia",4.3,Dior Fragrances,3.9,69,False,False,False,True,False,True,False,False,False
610,HUGO BOSS,Boss,375.0,105.0,100,EDT,Men,Woody,"Sandalwood, Vetiver, Cedarwood And Vanilla","Geranium, Cinnamon And Cloves",4.7,Acacia Rose,4.4,77,False,True,False,False,False,False,True,False,False
611,Sedr Al-Khaleej Perfumes,Love Touch Body Sp,12.9,12.9,125,EDT,Women,Floral,"Leather,Musk","Tiare Flower,Rose",5.0,noon,4.2,98.1K,False,False,False,True,False,False,True,False,False
612,S.T.Dupont,Essence Pure,202.0,86.2,100,EDT,Men,Citrus,"cypress, amber, musk and cedar","iris, lavender and bamboo",5.0,Perfume Ports,3.9,537,False,True,False,False,False,False,True,False,False
613,Genie,London Burberry,18.0,16.0,25,EDP,Women,Floral,Wood And Musk,"Jasmine, Tiare Flower And Soft Peony",4.9,Parisian Store,3.9,425,False,False,False,True,False,True,False,False,False
614,CAROLINA HERRERA,212 Vip,363.0,160.0,100,EDT,Men,Vanilla,"King Wood, Salty Amber And Tonka Beans","Chilled Vodka, Hot Ginger And Slice Of Apple",5.0,Al-Najm,3.7,347,False,True,False,False,False,False,True,False,False
615,HUGO BOSS,Bottled Night,375.0,170.45,100,EDT,Men,Woody,"Louro Amarelo Wood, Sandalwood And Musky Notes","Cardamom, African Violet And Jasmine",4.5,top langri,3.7,347,False,True,False,False,False,False,True,False,False
616,Emper,Tool Box,88.0,54.95,100,EDT,Men,Oriental,"Geranium, Amber, White Musks","Patchouli, Vetiver, Lavender",5.0,Golen Dream,3.8,88,False,True,False,False,False,False,True,False,False
617,Shiseido,Zen,597.0,260.0,100,EDP,Women,Floral,"Patchouli, Cedarwood, Skin Musk, White Musk, Marine, Amber And Incense","Freesia, Gardenia, Red Apple, Violet, Lily Of The Valley, Hyacinth, Chinese Rose And Lotus Flower",5.0,Faces,3.9,61,False,False,False,True,False,True,False,False,False
618,Juicy Couture,Viva La Juicy,355.0,144.0,100,EDP,Women,Floral,"Amber, Caramel, Praline, Sandalwood and Vanilla","Honeysuckle, Gardenia and Jasmine",4.7,aRt Ti Ci,3.9,41,False,False,False,True,False,True,False,False,False
619,CAROLINA HERRERA,212 S**Y,420.0,183.25,100,EDP,Women,Floral,"Bergamot, Gardenia, Pelargonium, Cotton Candy, Flowers","Pelargonium, Cotton Candy, Flowers",5.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
620,Sedr Al-Khaleej Perfumes,Eghra Perfume,42.8,42.8,9,Oil,Women,Jasmine,"Jasmine, Amber, Balsamic","Fruity, Incense, Woody",4.0,noon,4.2,98.1K,False,False,False,True,False,False,False,True,False
621,COACH,Floral,357.0,173.6,90,EDP,Women,Floral,"Musk, Patchouli, Sandalwood, Vanilla and Woody Notes","Gardenia, Hedione, Jasmine Sambac and Tea Rose",4.6,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
622,MONTBLANC,Lady Emblem,410.0,155.0,75,EDP,Women,Floral,Musk And Raspberry,"Sandalwood, Patchouli And Rosewood",5.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
623,jennifer lopez,Still,330.0,107.8,100,EDP,Women,Floral,"Amber, Orris, Sandalwood","Honeysuckle, Orange Tree Blossom, Pink Freesia",4.8,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
624,TOM FORD,Black Orchid,495.0,211.0,50,EDP,Women,Spicy,"Incense,Lotus,Patchouli,Sandalwood,Vanilla,Vetiver","Black Orchid,Fruity Notes,Tuberose",5.0,Number One,3.7,347,False,False,False,True,False,True,False,False,False
625,Dolce & Gabbana,Pour Femme,356.0,165.0,100,EDP,Women,Floral,"Marshmallow, Sandalwood, Vanilla",Jasmine And Orange Blossom,5.0,hadayiq baris,3.8,122,False,False,False,True,False,True,False,False,False
626,NARCISO RODRIGUEZ,Pure Musc,494.0,307.25,100,EDP,Women,Floral,Cashmeran,Flower,5.0,Grass gulf,4.2,20,False,False,False,True,False,True,False,False,False
627,HUGO BOSS,Boss Bottled Man Of Today,487.0,177.0,100,EDT,Men,Woody,"Vanilla, Sandalwood, Vetiver, Cedarwood, Olivewood, Amber-like-notes, Musk-like-notes","Geranium, Cinnamon, Cloves",4.1,Acacia Rose,4.4,5,False,True,False,False,False,False,True,False,False
628,GUCCI,Flora,505.0,196.2,75,EDT,Women,Citrus,Patchouli And Sandalwood,Rose And Osmanthus,5.0,noon,4.2,98.1K,False,False,False,True,False,False,True,False,False
629,Dolce & Gabbana,The One,350.0,189.6,100,EDT,Men,Spicy,"Amber, Cedar, Toacco","Ginger, Orange Blossom, Cardamom",4.3,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
630,Calvin Klein,Beauty,145.0,110.0,100,EDP,Women,Floral,Virginia Cedar,Jasmine,5.0,Star.perfume,4.2,537,False,False,False,True,False,True,False,False,False
631,CAROLINA HERRERA,Good Girl,480.0,242.5,50,EDP,Women,Arabian,"Tonka Bean, Cacao, Vanilla, Praline, Sandalwood, Amber, Cashmere Wood, Musk, Patchouli, Cinnamon, Cedar","Tuberose, Jasmine Sambac, Orris, Orange Blossom, Bulgarian Rose",4.6,Star.perfume,3.9,537,False,False,False,True,False,True,False,False,False
632,VERSACE,Versace Pour Homme,405.0,163.55,100,EDT,Men,Fresh,"Amber, Tonka Beans And Musk","Geranium, Clary Sage And Blue Hyacinth",4.7,King-Perfume,3.6,450,False,True,False,False,False,False,True,False,False
633,CHANEL,Chance Eau Tendre,1220.0,288.15,100,EDT,Women,Floral,"Amber, Cedar, Musk","Hyacinth, Iris, Jasmine",3.5,hadayiq baris,3.8,122,False,False,False,True,False,False,True,False,False
634,Ajmal,Wisal,79.0,60.0,50,EDP,Unisex,Floral,"Floral, Musky","Spicy, Floral",5.0,alkhalijiah  perfume,3.5,88,False,False,True,False,False,True,False,False,False
635,CAROLINA HERRERA,212 Wild Party,232.95,232.95,80,EDP,Women,Floral,"Musk, Woody Accord","Orange Blossom, Sun Rose, Orchid",4.5,Number One,3.8,66,False,False,False,True,False,True,False,False,False
636,Estee Lauder,Modern Muse Chic,472.0,275.0,100,EDP,Women,Woody,"Cashmere Wood, Agarwood (Oud), Labdanum, Patchouli, Ebony Tree, Musk, Madagascar Vanilla and Suede","Jasmine Sambac, Tuberose and Lily",4.5,Faces,3.9,61,False,False,False,True,False,True,False,False,False
637,HUGO BOSS,Boss Orange,339.0,112.7,75,EDT,Women,Woody,"Sandalwood, Olive Tree and Vanilla","White Flowers, African Orange Flower",5.0,noon,4.2,98.1K,False,False,False,True,False,False,True,False,False
638,Dolce & Gabbana,K,338.0,269.0,100,EDT,Men,Woody,"Blood Orange, Pressed Sicilian Lemon And Juniper Berries","Pimento, Clary Sage, Geranium And Lavandin",4.1,Grass gulf,3.7,98,False,True,False,False,False,False,True,False,False
639,Mancera,Roses Vanille,390.0,229.0,120,EDP,Women,Oriental,"Sugar, Vanilla, Cedar, White Musk","Rose, Sugar",4.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
640,DORALL COLLECTION,Lady Dorall,14.75,14.75,100,EDT,Women,Spicy,"Apricot, amber, lemon tree","Lily, jasmine, rose",4.0,Princess of beauty,3.8,467,False,False,False,True,False,False,True,False,False
641,Aramis,Brown,161.0,104.0,110,EDT,Men,Floral,"Leather, Oakmoss, Amber","Pelargonium, Patchouli, Vetiver, Sandalwood",4.0,top langri,3.7,347,False,True,False,False,False,False,True,False,False
642,Mancera,Red,711.0,365.0,120,EDP,Unisex,Woody And Spicy,"Tobacco, Amber, Guaiac Wood, Sandalwood, Haitian Vetiver, Madagascar Vanilla And White Musk",Patchouli And Jasmine,4.9,top langri,3.7,347,False,False,True,False,False,True,False,False,False
643,GIORGIO ARMANI,Acqua Di Gio,480.0,195.6,100,EDT,Men,Citrus,Musk And Sandalwood,"Hyacinth, Jasmine, Rose And Lily",4.2,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
644,MOSCHINO,Cheap And Chic,203.0,184.7,100,EDT,Women,Floral,"Tonka Bean, Orchid, Sandalwood Vetiver And Iris Ambergris","Cyclamen, Rose Water, Lily Peony And Violet Jasmine",5.0,Parvant Store,3.8,76,False,False,False,True,False,False,True,False,False
645,CARTIER,Declaration,460.0,101.6,100,EDT,Men,Spicy,"Leather, Amber, Tea, Tahitian Vetiver, Oak Moss And Cedar","Iris, Ginger, Cinnamon, Pepper, Juniper, Orris Root, Jasmine And Guatemalan Cardamom",4.5,Number One,3.5,98,False,True,False,False,False,False,True,False,False
646,BURBERRY,My Burberry,700.0,197.95,90,EDP,Women,Floral and Oriental,Damascus And Centifolia Rose,"Geranium, Freesia Flowers And Golden Quince",4.7,Grass gulf,3.7,135,False,False,False,True,False,True,False,False,False
647,joop,Homme,223.0,55.0,125,EDT,Men,Citrus,"Vanilla, tonka bean, patchouli, sandalwood","Jasmine, lily of the valley, heliotrope, cinnamon",4.4,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
648,Jacques Bogart,One Man Show,40.55,40.55,100,EDT,Men,Woody,"Sandalwood, Tonka Bean, Amber, Coconut, Vanilla, Oak Moss, Cedar And Styrax","Labdanum, Nutmeg, Spices, Carnation, Patchouli, Jasmine, Vetiver, Rose, Pine Tree Needles And Geranium",4.5,Golden Perfumesعطر أصلي 100 %,3.6,111,False,True,False,False,False,False,True,False,False
649,Emper,Lady Presidente,118.0,60.15,80,EDP,Women,Fruity,"Coconut, Musk, Sandalwood","Lotus, Water Lily, Raspberry, Star Apple",5.0,Golen Dream,3.5,88,False,False,False,True,False,True,False,False,False
650,NINA RICCI,Mademoiselle Ricci,295.0,166.2,80,EDP,Women,Spicy,"Violetwhite Wood, Musk, Amber, Cedar, Violet","Nerium Oleander, Rose Hip, Laurels",4.0,neo lek,3.5,88,False,False,False,True,False,True,False,False,False
651,CAROLINA HERRERA,212 VIP Rose,445.0,135.0,80,EDP,Women,Floral,"Woody Notes, White Musk, Amber",Peach Blossom,5.0,عالم المشاهير,3.8,66,False,False,False,True,False,True,False,False,False
652,CARON,Pour Un Homme De Caron,404.0,176.0,200,EDT,Men,Vanilla,Musk,Vanilla,3.0,Diorworld,3.5,63,False,True,False,False,False,False,True,False,False
653,CHOPARD,1000 Miglia,275.0,153.3,80,EDT,Men,Woody,"Amber, Woody Notes And Coffee","Violet, Green Grass, Asphalt And Leather",1.0,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
654,Rasasi,Oud Al-Mubakhar,40.0,30.85,100,EDP,Men,Arabian,"Sandalwood, Tonka Bean, Musk, Patchouli","Turkish Rose, Violet, Geranium",4.0,noon,4.2,98.1K,False,True,False,False,False,True,False,False,False
655,GUCCI,Rush,489.0,219.85,75,EDT,Women,Floral,"Vetiver, Patchouli and Vanilla","Jasmine, Damask Rose and Coriander",5.0,noon,4.2,98.1K,False,False,False,True,False,False,True,False,False
656,Rasasi,Shuhrah,144.0,69.7,90,EDP,Women,Floral,"Oud, Patchouli, Grey Amber, Musk","Iris, Jasmine, Lily of the Valley",5.0,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
657,BURBERRY,Touch,314.0,154.95,100,EDP,Women,Floral,"Almonds,Cedar,Oakmoss,Tonka Beans,Vanilla","Jasmine,Lily,Lily Of The Valley,Peach,Peony,Raspberry,Tuberose",4.0,noon100  % original genuine product,4.2,98.1K,False,False,False,True,False,True,False,False,False
658,Marbert,Man Pure,114.0,54.7,125,EDT,Men,Citrus,"Oak Moss, Cedar, Sandalwood, Amber And Musk","Geranium, Jasmine, Lily Of The Valley, Majorjam, Coriander And Nutmeg",4.9,Rayhanti,3.5,88,False,True,False,False,False,False,True,False,False
659,J.CASANOVA,Plaisir,145.0,75.0,100,EDP,Women,Fresh,"Sandalwood, Musk, Vanilla Orchid And Cedar","Clove, Damascus Plum, Pear And Ylang -ylang",4.5,Tiffany,3.8,75,False,False,False,True,False,True,False,False,False
660,Lattafa,24 Carat Pure Gold,123.0,46.5,100,EDP,Unisex,Spicy,"Incense, Amber, Leather, Musk And Vanilla",Rose And Sandalwood,3.5,noon,4.2,98.1K,False,False,True,False,False,True,False,False,False
661,VERSACE,Eau Fraiche,363.0,178.1,100,EDT,Men,Woody,"Amber, Musk, Platanus, Saffron, Woody Notes","Cedar, Pepper, Sage",4.4,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
662,S.T.Dupont,Essence Pure,215.0,74.35,100,EDT,Men,Woody,"Cypress, Amber, Musk And Cedar","Iris, Lavender And Bamboo",4.6,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
663,Mont Blanc,Legend,220.0,141.95,100,EDT,Men,Spicy,"Sandalwood, Tonka, And Evernyl","Dried Fruit, Oakmoss Fused With Geranium, Rose And Apple",5.0,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
664,Calvin Klein,CK One,448.0,107.0,200,EDT,Men,Citrus,"Sandalwood, Amber, Musk, Cedar, and Oak moss","Nutmeg, Violet, Orris Root, Jasmine, and Lily-Of-The-Valley Rose",4.5,AMLAQ,3.9,135,False,True,False,False,False,False,True,False,False
665,LA PERLA,Divina,107.0,62.0,50,EDT,Women,Fruity,"Musk, Amber, Vanilla and Woody notes","Jasmine, African orange and Pink",4.5,GOLDEN,3.5,63,False,False,False,True,False,False,True,False,False
666,CARTIER,Santos D Concentree,240.5,240.5,100,EDT,Men,Spicy,"Sandalwood, Amber, Coconut, Patchouli, Vanilla and Cedar","Pepper, Nutmeg, Vetiver, Geranium, Rosemary, Cloves and Clary Sage",4.5,alryhanaksa,3.6,33,False,True,False,False,False,False,True,False,False
667,DORALL COLLECTION,Green Secret,27.0,9.5,100,EDT,Men,Fruity,"Moss, Sandalwood, Coumarin","Ylang, Geranium, Jasmine",2.0,B.A.G,3.7,14.1K,False,True,False,False,False,False,True,False,False
668,DORALL COLLECTION,Lancy,27.0,11.85,100,EDT,Women,Spicy,"Tonka, Praline, Patchouli, Vanilla","Iris, Orange Blossom, Jasmine",4.5,the beauty,3.5,538,False,False,False,True,False,False,True,False,False
669,Lancome,Miracle,426.0,200.0,100,EDP,Women,Arabian,"Amber, Musk and Jasmine","Magnolia, Ginger, Mandarin Orange, Pepper and Jasmine",4.5,Beuatyone1,4.4,537,False,False,False,True,False,True,False,False,False
670,armani,Code Absolu ED,8.5,8.5,2,EDP,Men,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",5.0,Princess of beauty,3.8,467,False,True,False,False,False,True,False,False,False
671,DAVIDOFF,Cool Water,360.0,76.95,125,EDT,Men,Woody,"Amber, Cedar, Musk, Oakmoss, Tobacco","Geranium, Jasmine, Neroli, Sandalwood",4.5,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
672,LACOSTE,L.12.12 Blanc,244.0,88.0,100,EDT,Men,Woody,"Leather, Suede And Cedar",Mexican Tuberose And Ylang-Ylang,3.7,hadayiq baris,3.8,122,False,True,False,False,False,False,True,False,False
673,MONTBLANC,Lady Emblem Elixir,372.0,176.3,50,EDP,Women,Woody,"Patchouli, Sandalwood and Vanilla","Iris, Orange Blossom, Damask Rose and Jasmine",5.0,Beautiful Live,412.0,7,False,False,False,True,False,True,False,False,False
674,BURBERRY,Body,240.0,141.35,85,EDP,Women,Woody,"Cashmere Wood, Musk, Amber and Vanille","Iris, Rose and Sandalwood",4.8,noon,4.2,98.1K,False,False,False,True,False,True,False,False,False
675,CARTIER,Declaration Essence,478.0,173.6,100,EDT,Men,Citrus,"Vetiver, Sandalwood, Musk, Amber","Geranium, Lemon, Sicilian Lemon",4.5,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
676,DORALL COLLECTION,Pink Hearts,29.0,8.15,100,EDT,Women,Floral,"Caramel, Musk, Tonka, Sandalwood And Vanilla","Red Berries, Lily Of The Valley, Licorice, Cotton Candy And Strawberry",4.4,B.A.G,3.9,14.1K,False,False,False,True,False,False,True,False,False
677,HUGO BOSS,Natural Spray,595.0,140.0,75,EDP,Women,Oriental,"Apricot, Amber, Lemon Tree","Bulgarian Rose, Jasmine, Lily",4.0,Parisian Store,3.9,425,False,False,False,True,False,True,False,False,False
678,Remy Marquis,Remy,57.3,57.3,100,EDT,Men,Spicy,"Cedar, Sandalwood, Musk And Amber","Geranium, Cinnamon And Nutmeg",4.5,moon perfume,3.7,199,False,True,False,False,False,False,True,False,False
679,GUCCI,Flora Gardenia,510.0,234.5,100,EDT,Women,Citrus,Patchouli and Brown Sugar Accord,White Gardenia and Frangipani Flower,4.5,AMLAQ,3.9,135,False,False,False,True,False,False,True,False,False
680,GUCCI,Flora Gorgeous Gardenia,510.0,226.8,100,EDT,Women,Citrus,Patchouli,"Gardenia, Plumeria",4.4,AMLAQ,3.9,135,False,False,False,True,False,False,True,False,False
681,Calvin Klein,Sheer Beauty Essence,415.0,167.95,100,EDT,Women,Floral,"Musk, Vanilla, Cedar","Lilac, Magnolia, Turkish Rose, Peony",4.5,noon100 %  genuine product,4.2,98.1K,False,False,False,True,False,False,True,False,False
682,DAVIDOFF,The Game,215.0,83.95,100,EDT,Men,Woody,Ebony Wood,"Iris, Woody Notes",4.9,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
683,DORALL COLLECTION,Oud Wood,19.0,9.9,100,PDT,Unisex,Citrus,"Cedar, tobacco, patchouli, sandalwood, musk","Geranium, marigold, rose, bay leaves",4.3,B.A.G,3.7,14.1K,False,False,True,False,False,False,False,False,True
684,Mancera,Rose Greedy,446.0,269.0,120,EDP,Unisex,"Rose, Floral","White Musk, Amber, Vanilla, Sugar","Rose, Jasmine, Flowers",4.5,AMLAQ,3.9,135,False,False,True,False,False,True,False,False,False
685,ROGER & GALLET,Open,43.4,43.4,100,EDT,Men,Spicy,"Lamon, Woody",Sage And Thyme,5.0,Acacia Rose,3.5,88,False,True,False,False,False,False,True,False,False
686,LACOSTE,Challenge,300.0,144.95,90,EDT,Men,Citrus,"Ginger, Jasmine, Juniper, Nutmeg, Pepper, Violet and Whisky","Amber, Musk and Wood",4.8,Beautiful Live,3.9,7,False,True,False,False,False,False,True,False,False
687,VERSACE,The Dreamer,499.0,135.7,100,EDT,Men,Arabian,"Cedar, Tonka Bean","Geranium, Rose, Tobacco",4.0,noon,4.2,98.1K,False,True,False,False,False,False,True,False,False
688,Justcavalli,Just Cavalli,385.0,131.4,75,EDT,Women,Floral,Cuddly And Creamy Rosewood,Tahitian Tiare Flowers,4.6,Star.perfume,3.7,537,False,False,False,True,False,False,True,False,False
689,Genie,8839 Collection,43.0,24.85,25,EDP,Women,Floral,"Liquid Amber, Black Violet, Cream, Mahogany","Lotus Blossom, Champaca Flower, Black Orchid",4.2,Parisian Store,3.9,425,False,False,False,True,False,True,False,False,False
690,GIORGIO ARMANI,Si Possione,705.0,246.5,100,EDP,Women,Floral,"Cedar, Vanilla, Amberwood, Patchouli","Rose, Jasmine, Heliotrope, Pineapple",4.7,Al-Najm,3.7,347,False,False,False,True,False,True,False,False,False
691,Calvin Klein,Beauty,378.0,109.55,100,EDP,Women,Floral,Virginia Cedar,Jasmine,4.6,AMLAQ,3.9,135,False,False,False,True,False,True,False,False,False
692,J.CASANOVA,Paris Vivaldi,90.0,90.0,100,EDP,Women,Fruity,"Cedar, Moss, Musk, Amber And Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus And Orchid",3.0,Grass gulf,454.0,9,False,False,False,True,False,True,False,False,False
